"id","pred"
"2016_1167_1393",0.22
"2016_1167_1396",0.556
"2016_1167_1400",0.606
"2016_1167_1401",0.224
"2016_1167_1403",0.362
"2016_1167_1409",0.54
"2016_1167_1421",0.356
"2016_1167_1423",0.304
"2016_1167_1425",0.556
"2016_1167_1428",0.218
"2016_1167_1433",0.408
"2016_1167_1435",0.412
"2016_1167_1437",0.112
"2016_1167_1438",0.204
"2016_1167_1451",0.376
"2016_1167_1452",0.218
"2016_1167_1453",0.522
"2016_1167_1455",0.3
"2016_1167_1458",0.4
"2016_1167_1462",0.2
"2016_1167_1463",0.272
"2016_1173_1181",0.458
"2016_1173_1192",0.392
"2016_1173_1195",0.28
"2016_1173_1201",0.528
"2016_1173_1211",0.406
"2016_1173_1214",0.35
"2016_1173_1218",0.386
"2016_1173_1221",0.49
"2016_1173_1231",0.306
"2016_1173_1233",0.478
"2016_1173_1234",0.566
"2016_1173_1235",0.452
"2016_1173_1242",0.36
"2016_1173_1246",0.38
"2016_1173_1268",0.412
"2016_1173_1274",0.33
"2016_1173_1276",0.534
"2016_1173_1277",0.306
"2016_1173_1292",0.406
"2016_1173_1314",0.252
"2016_1173_1320",0.524
"2016_1173_1323",0.486
"2016_1173_1328",0.318
"2016_1173_1332",0.342
"2016_1173_1333",0.37
"2016_1173_1338",0.3
"2016_1173_1344",0.498
"2016_1173_1345",0.386
"2016_1173_1355",0.456
"2016_1173_1371",0.456
"2016_1173_1372",0.478
"2016_1173_1380",0.466
"2016_1173_1386",0.494
"2016_1173_1392",0.464
"2016_1173_1393",0.148
"2016_1173_1396",0.572
"2016_1173_1400",0.548
"2016_1173_1401",0.432
"2016_1173_1403",0.336
"2016_1173_1409",0.508
"2016_1173_1421",0.368
"2016_1173_1423",0.424
"2016_1173_1425",0.562
"2016_1173_1428",0.394
"2016_1173_1433",0.466
"2016_1173_1435",0.39
"2016_1173_1437",0.262
"2016_1173_1438",0.298
"2016_1173_1451",0.504
"2016_1173_1452",0.308
"2016_1173_1453",0.484
"2016_1173_1455",0.384
"2016_1173_1458",0.402
"2016_1173_1462",0.396
"2016_1173_1463",0.358
"2016_1181_1192",0.698
"2016_1181_1195",0.662
"2016_1181_1201",0.704
"2016_1181_1211",0.548
"2016_1181_1214",0.662
"2016_1181_1218",0.582
"2016_1181_1221",0.736
"2016_1181_1231",0.464
"2016_1181_1233",0.73
"2016_1181_1234",0.684
"2016_1181_1235",0.55
"2016_1181_1242",0.444
"2016_1181_1246",0.384
"2016_1181_1268",0.524
"2016_1181_1274",0.404
"2016_1181_1276",0.724
"2016_1181_1277",0.348
"2016_1181_1292",0.644
"2016_1181_1314",0.262
"2016_1181_1320",0.756
"2016_1181_1323",0.602
"2016_1181_1328",0.368
"2016_1181_1332",0.224
"2016_1181_1333",0.746
"2016_1181_1338",0.588
"2016_1181_1344",0.748
"2016_1181_1345",0.434
"2016_1181_1355",0.644
"2016_1181_1371",0.612
"2016_1181_1372",0.684
"2016_1181_1380",0.792
"2016_1181_1386",0.624
"2016_1181_1392",0.632
"2016_1181_1393",0.588
"2016_1181_1396",0.788
"2016_1181_1400",0.822
"2016_1181_1401",0.47
"2016_1181_1403",0.752
"2016_1181_1409",0.824
"2016_1181_1421",0.738
"2016_1181_1423",0.768
"2016_1181_1425",0.792
"2016_1181_1428",0.454
"2016_1181_1433",0.672
"2016_1181_1435",0.684
"2016_1181_1437",0.308
"2016_1181_1438",0.358
"2016_1181_1451",0.614
"2016_1181_1452",0.446
"2016_1181_1453",0.798
"2016_1181_1455",0.632
"2016_1181_1458",0.778
"2016_1181_1462",0.474
"2016_1181_1463",0.514
"2016_1192_1195",0.202
"2016_1192_1201",0.478
"2016_1192_1211",0.32
"2016_1192_1214",0.326
"2016_1192_1218",0.366
"2016_1192_1221",0.572
"2016_1192_1231",0.268
"2016_1192_1233",0.434
"2016_1192_1234",0.438
"2016_1192_1235",0.346
"2016_1192_1242",0.238
"2016_1192_1246",0.196
"2016_1192_1268",0.32
"2016_1192_1274",0.156
"2016_1192_1276",0.542
"2016_1192_1277",0.192
"2016_1192_1292",0.324
"2016_1192_1314",0.134
"2016_1192_1320",0.53
"2016_1192_1323",0.314
"2016_1192_1328",0.134
"2016_1192_1332",0.1
"2016_1192_1333",0.314
"2016_1192_1338",0.322
"2016_1192_1344",0.4
"2016_1192_1345",0.252
"2016_1192_1355",0.38
"2016_1192_1371",0.38
"2016_1192_1372",0.458
"2016_1192_1380",0.592
"2016_1192_1386",0.288
"2016_1192_1392",0.336
"2016_1192_1393",0.226
"2016_1192_1396",0.544
"2016_1192_1400",0.604
"2016_1192_1401",0.206
"2016_1192_1403",0.334
"2016_1192_1409",0.582
"2016_1192_1421",0.348
"2016_1192_1423",0.3
"2016_1192_1425",0.488
"2016_1192_1428",0.248
"2016_1192_1433",0.312
"2016_1192_1435",0.404
"2016_1192_1437",0.168
"2016_1192_1438",0.234
"2016_1192_1451",0.482
"2016_1192_1452",0.228
"2016_1192_1453",0.452
"2016_1192_1455",0.226
"2016_1192_1458",0.342
"2016_1192_1462",0.236
"2016_1192_1463",0.384
"2016_1195_1201",0.458
"2016_1195_1211",0.294
"2016_1195_1214",0.316
"2016_1195_1218",0.368
"2016_1195_1221",0.58
"2016_1195_1231",0.272
"2016_1195_1233",0.438
"2016_1195_1234",0.428
"2016_1195_1235",0.34
"2016_1195_1242",0.266
"2016_1195_1246",0.158
"2016_1195_1268",0.338
"2016_1195_1274",0.176
"2016_1195_1276",0.532
"2016_1195_1277",0.2
"2016_1195_1292",0.328
"2016_1195_1314",0.096
"2016_1195_1320",0.51
"2016_1195_1323",0.324
"2016_1195_1328",0.12
"2016_1195_1332",0.098
"2016_1195_1333",0.366
"2016_1195_1338",0.318
"2016_1195_1344",0.38
"2016_1195_1345",0.25
"2016_1195_1355",0.366
"2016_1195_1371",0.37
"2016_1195_1372",0.458
"2016_1195_1380",0.598
"2016_1195_1386",0.252
"2016_1195_1392",0.316
"2016_1195_1393",0.236
"2016_1195_1396",0.52
"2016_1195_1400",0.614
"2016_1195_1401",0.21
"2016_1195_1403",0.364
"2016_1195_1409",0.56
"2016_1195_1421",0.374
"2016_1195_1423",0.288
"2016_1195_1425",0.488
"2016_1195_1428",0.27
"2016_1195_1433",0.264
"2016_1195_1435",0.424
"2016_1195_1437",0.156
"2016_1195_1438",0.238
"2016_1195_1451",0.494
"2016_1195_1452",0.234
"2016_1195_1453",0.46
"2016_1195_1455",0.234
"2016_1195_1458",0.356
"2016_1195_1462",0.28
"2016_1195_1463",0.372
"2016_1201_1211",0.346
"2016_1201_1214",0.526
"2016_1201_1218",0.464
"2016_1201_1221",0.714
"2016_1201_1231",0.376
"2016_1201_1233",0.546
"2016_1201_1234",0.546
"2016_1201_1235",0.386
"2016_1201_1242",0.314
"2016_1201_1246",0.324
"2016_1201_1268",0.368
"2016_1201_1274",0.24
"2016_1201_1276",0.59
"2016_1201_1277",0.268
"2016_1201_1292",0.432
"2016_1201_1314",0.26
"2016_1201_1320",0.616
"2016_1201_1323",0.402
"2016_1201_1328",0.168
"2016_1201_1332",0.194
"2016_1201_1333",0.552
"2016_1201_1338",0.484
"2016_1201_1344",0.58
"2016_1201_1345",0.352
"2016_1201_1355",0.438
"2016_1201_1371",0.454
"2016_1201_1372",0.532
"2016_1201_1380",0.74
"2016_1201_1386",0.394
"2016_1201_1392",0.422
"2016_1201_1393",0.432
"2016_1201_1396",0.656
"2016_1201_1400",0.746
"2016_1201_1401",0.312
"2016_1201_1403",0.548
"2016_1201_1409",0.696
"2016_1201_1421",0.548
"2016_1201_1423",0.422
"2016_1201_1425",0.648
"2016_1201_1428",0.314
"2016_1201_1433",0.5
"2016_1201_1435",0.53
"2016_1201_1437",0.2
"2016_1201_1438",0.214
"2016_1201_1451",0.538
"2016_1201_1452",0.354
"2016_1201_1453",0.682
"2016_1201_1455",0.36
"2016_1201_1458",0.534
"2016_1201_1462",0.338
"2016_1201_1463",0.492
"2016_1211_1214",0.612
"2016_1211_1218",0.726
"2016_1211_1221",0.576
"2016_1211_1231",0.546
"2016_1211_1233",0.688
"2016_1211_1234",0.71
"2016_1211_1235",0.522
"2016_1211_1242",0.486
"2016_1211_1246",0.664
"2016_1211_1268",0.706
"2016_1211_1274",0.686
"2016_1211_1276",0.61
"2016_1211_1277",0.428
"2016_1211_1292",0.662
"2016_1211_1314",0.394
"2016_1211_1320",0.662
"2016_1211_1323",0.672
"2016_1211_1328",0.576
"2016_1211_1332",0.584
"2016_1211_1333",0.516
"2016_1211_1338",0.56
"2016_1211_1344",0.692
"2016_1211_1345",0.676
"2016_1211_1355",0.744
"2016_1211_1371",0.854
"2016_1211_1372",0.642
"2016_1211_1380",0.628
"2016_1211_1386",0.65
"2016_1211_1392",0.614
"2016_1211_1393",0.284
"2016_1211_1396",0.7
"2016_1211_1400",0.672
"2016_1211_1401",0.724
"2016_1211_1403",0.55
"2016_1211_1409",0.628
"2016_1211_1421",0.614
"2016_1211_1423",0.658
"2016_1211_1425",0.69
"2016_1211_1428",0.82
"2016_1211_1433",0.68
"2016_1211_1435",0.518
"2016_1211_1437",0.336
"2016_1211_1438",0.494
"2016_1211_1451",0.724
"2016_1211_1452",0.728
"2016_1211_1453",0.64
"2016_1211_1455",0.65
"2016_1211_1458",0.634
"2016_1211_1462",0.618
"2016_1211_1463",0.644
"2016_1214_1218",0.218
"2016_1214_1221",0.556
"2016_1214_1231",0.146
"2016_1214_1233",0.406
"2016_1214_1234",0.444
"2016_1214_1235",0.36
"2016_1214_1242",0.104
"2016_1214_1246",0.168
"2016_1214_1268",0.274
"2016_1214_1274",0.128
"2016_1214_1276",0.502
"2016_1214_1277",0.1
"2016_1214_1292",0.294
"2016_1214_1314",0.11
"2016_1214_1320",0.478
"2016_1214_1323",0.362
"2016_1214_1328",0.09
"2016_1214_1332",0.07
"2016_1214_1333",0.36
"2016_1214_1338",0.28
"2016_1214_1344",0.398
"2016_1214_1345",0.226
"2016_1214_1355",0.302
"2016_1214_1371",0.328
"2016_1214_1372",0.276
"2016_1214_1380",0.516
"2016_1214_1386",0.236
"2016_1214_1392",0.216
"2016_1214_1393",0.234
"2016_1214_1396",0.466
"2016_1214_1400",0.566
"2016_1214_1401",0.208
"2016_1214_1403",0.344
"2016_1214_1409",0.528
"2016_1214_1421",0.342
"2016_1214_1423",0.246
"2016_1214_1425",0.486
"2016_1214_1428",0.206
"2016_1214_1433",0.298
"2016_1214_1435",0.4
"2016_1214_1437",0.07
"2016_1214_1438",0.1
"2016_1214_1451",0.36
"2016_1214_1452",0.172
"2016_1214_1453",0.436
"2016_1214_1455",0.228
"2016_1214_1458",0.322
"2016_1214_1462",0.134
"2016_1214_1463",0.22
"2016_1218_1221",0.564
"2016_1218_1231",0.242
"2016_1218_1233",0.54
"2016_1218_1234",0.596
"2016_1218_1235",0.412
"2016_1218_1242",0.242
"2016_1218_1246",0.388
"2016_1218_1268",0.408
"2016_1218_1274",0.338
"2016_1218_1276",0.546
"2016_1218_1277",0.22
"2016_1218_1292",0.494
"2016_1218_1314",0.246
"2016_1218_1320",0.56
"2016_1218_1323",0.522
"2016_1218_1328",0.272
"2016_1218_1332",0.318
"2016_1218_1333",0.472
"2016_1218_1338",0.458
"2016_1218_1344",0.602
"2016_1218_1345",0.38
"2016_1218_1355",0.482
"2016_1218_1371",0.576
"2016_1218_1372",0.432
"2016_1218_1380",0.534
"2016_1218_1386",0.506
"2016_1218_1392",0.424
"2016_1218_1393",0.37
"2016_1218_1396",0.598
"2016_1218_1400",0.602
"2016_1218_1401",0.384
"2016_1218_1403",0.476
"2016_1218_1409",0.55
"2016_1218_1421",0.49
"2016_1218_1423",0.456
"2016_1218_1425",0.592
"2016_1218_1428",0.408
"2016_1218_1433",0.54
"2016_1218_1435",0.46
"2016_1218_1437",0.2
"2016_1218_1438",0.282
"2016_1218_1451",0.52
"2016_1218_1452",0.452
"2016_1218_1453",0.556
"2016_1218_1455",0.488
"2016_1218_1458",0.538
"2016_1218_1462",0.35
"2016_1218_1463",0.43
"2016_1221_1231",0.418
"2016_1221_1233",0.592
"2016_1221_1234",0.56
"2016_1221_1235",0.42
"2016_1221_1242",0.318
"2016_1221_1246",0.3
"2016_1221_1268",0.42
"2016_1221_1274",0.22
"2016_1221_1276",0.66
"2016_1221_1277",0.27
"2016_1221_1292",0.508
"2016_1221_1314",0.212
"2016_1221_1320",0.676
"2016_1221_1323",0.456
"2016_1221_1328",0.174
"2016_1221_1332",0.136
"2016_1221_1333",0.644
"2016_1221_1338",0.558
"2016_1221_1344",0.6
"2016_1221_1345",0.366
"2016_1221_1355",0.51
"2016_1221_1371",0.534
"2016_1221_1372",0.576
"2016_1221_1380",0.858
"2016_1221_1386",0.442
"2016_1221_1392",0.442
"2016_1221_1393",0.56
"2016_1221_1396",0.68
"2016_1221_1400",0.824
"2016_1221_1401",0.28
"2016_1221_1403",0.646
"2016_1221_1409",0.808
"2016_1221_1421",0.672
"2016_1221_1423",0.482
"2016_1221_1425",0.682
"2016_1221_1428",0.316
"2016_1221_1433",0.518
"2016_1221_1435",0.64
"2016_1221_1437",0.23
"2016_1221_1438",0.282
"2016_1221_1451",0.608
"2016_1221_1452",0.368
"2016_1221_1453",0.734
"2016_1221_1455",0.422
"2016_1221_1458",0.624
"2016_1221_1462",0.332
"2016_1221_1463",0.544
"2016_1231_1233",0.762
"2016_1231_1234",0.766
"2016_1231_1235",0.652
"2016_1231_1242",0.494
"2016_1231_1246",0.8
"2016_1231_1268",0.694
"2016_1231_1274",0.668
"2016_1231_1276",0.71
"2016_1231_1277",0.486
"2016_1231_1292",0.712
"2016_1231_1314",0.236
"2016_1231_1320",0.748
"2016_1231_1323",0.766
"2016_1231_1328",0.604
"2016_1231_1332",0.642
"2016_1231_1333",0.712
"2016_1231_1338",0.698
"2016_1231_1344",0.788
"2016_1231_1345",0.728
"2016_1231_1355",0.778
"2016_1231_1371",0.808
"2016_1231_1372",0.768
"2016_1231_1380",0.736
"2016_1231_1386",0.724
"2016_1231_1392",0.792
"2016_1231_1393",0.626
"2016_1231_1396",0.73
"2016_1231_1400",0.752
"2016_1231_1401",0.702
"2016_1231_1403",0.742
"2016_1231_1409",0.762
"2016_1231_1421",0.764
"2016_1231_1423",0.758
"2016_1231_1425",0.798
"2016_1231_1428",0.692
"2016_1231_1433",0.754
"2016_1231_1435",0.714
"2016_1231_1437",0.394
"2016_1231_1438",0.51
"2016_1231_1451",0.752
"2016_1231_1452",0.582
"2016_1231_1453",0.758
"2016_1231_1455",0.702
"2016_1231_1458",0.79
"2016_1231_1462",0.578
"2016_1231_1463",0.73
"2016_1233_1234",0.51
"2016_1233_1235",0.368
"2016_1233_1242",0.224
"2016_1233_1246",0.218
"2016_1233_1268",0.324
"2016_1233_1274",0.184
"2016_1233_1276",0.564
"2016_1233_1277",0.194
"2016_1233_1292",0.41
"2016_1233_1314",0.168
"2016_1233_1320",0.566
"2016_1233_1323",0.356
"2016_1233_1328",0.132
"2016_1233_1332",0.124
"2016_1233_1333",0.478
"2016_1233_1338",0.398
"2016_1233_1344",0.508
"2016_1233_1345",0.254
"2016_1233_1355",0.41
"2016_1233_1371",0.386
"2016_1233_1372",0.458
"2016_1233_1380",0.684
"2016_1233_1386",0.318
"2016_1233_1392",0.372
"2016_1233_1393",0.324
"2016_1233_1396",0.6
"2016_1233_1400",0.704
"2016_1233_1401",0.23
"2016_1233_1403",0.502
"2016_1233_1409",0.664
"2016_1233_1421",0.484
"2016_1233_1423",0.356
"2016_1233_1425",0.592
"2016_1233_1428",0.258
"2016_1233_1433",0.41
"2016_1233_1435",0.492
"2016_1233_1437",0.144
"2016_1233_1438",0.168
"2016_1233_1451",0.488
"2016_1233_1452",0.258
"2016_1233_1453",0.582
"2016_1233_1455",0.284
"2016_1233_1458",0.476
"2016_1233_1462",0.248
"2016_1233_1463",0.396
"2016_1234_1235",0.5
"2016_1234_1242",0.428
"2016_1234_1246",0.356
"2016_1234_1268",0.462
"2016_1234_1274",0.352
"2016_1234_1276",0.692
"2016_1234_1277",0.356
"2016_1234_1292",0.554
"2016_1234_1314",0.286
"2016_1234_1320",0.722
"2016_1234_1323",0.528
"2016_1234_1328",0.316
"2016_1234_1332",0.27
"2016_1234_1333",0.68
"2016_1234_1338",0.54
"2016_1234_1344",0.682
"2016_1234_1345",0.43
"2016_1234_1355",0.536
"2016_1234_1371",0.56
"2016_1234_1372",0.642
"2016_1234_1380",0.802
"2016_1234_1386",0.52
"2016_1234_1392",0.53
"2016_1234_1393",0.522
"2016_1234_1396",0.816
"2016_1234_1400",0.832
"2016_1234_1401",0.446
"2016_1234_1403",0.688
"2016_1234_1409",0.794
"2016_1234_1421",0.634
"2016_1234_1423",0.574
"2016_1234_1425",0.752
"2016_1234_1428",0.418
"2016_1234_1433",0.584
"2016_1234_1435",0.646
"2016_1234_1437",0.306
"2016_1234_1438",0.324
"2016_1234_1451",0.574
"2016_1234_1452",0.406
"2016_1234_1453",0.748
"2016_1234_1455",0.502
"2016_1234_1458",0.714
"2016_1234_1462",0.474
"2016_1234_1463",0.488
"2016_1235_1242",0.33
"2016_1235_1246",0.29
"2016_1235_1268",0.336
"2016_1235_1274",0.176
"2016_1235_1276",0.54
"2016_1235_1277",0.318
"2016_1235_1292",0.43
"2016_1235_1314",0.234
"2016_1235_1320",0.566
"2016_1235_1323",0.348
"2016_1235_1328",0.172
"2016_1235_1332",0.186
"2016_1235_1333",0.592
"2016_1235_1338",0.496
"2016_1235_1344",0.542
"2016_1235_1345",0.342
"2016_1235_1355",0.426
"2016_1235_1371",0.47
"2016_1235_1372",0.596
"2016_1235_1380",0.708
"2016_1235_1386",0.41
"2016_1235_1392",0.446
"2016_1235_1393",0.504
"2016_1235_1396",0.59
"2016_1235_1400",0.712
"2016_1235_1401",0.32
"2016_1235_1403",0.6
"2016_1235_1409",0.686
"2016_1235_1421",0.558
"2016_1235_1423",0.486
"2016_1235_1425",0.612
"2016_1235_1428",0.264
"2016_1235_1433",0.452
"2016_1235_1435",0.528
"2016_1235_1437",0.204
"2016_1235_1438",0.116
"2016_1235_1451",0.484
"2016_1235_1452",0.368
"2016_1235_1453",0.636
"2016_1235_1455",0.366
"2016_1235_1458",0.654
"2016_1235_1462",0.352
"2016_1235_1463",0.442
"2016_1242_1246",0.802
"2016_1242_1268",0.824
"2016_1242_1274",0.724
"2016_1242_1276",0.78
"2016_1242_1277",0.508
"2016_1242_1292",0.872
"2016_1242_1314",0.51
"2016_1242_1320",0.83
"2016_1242_1323",0.862
"2016_1242_1328",0.684
"2016_1242_1332",0.734
"2016_1242_1333",0.882
"2016_1242_1338",0.88
"2016_1242_1344",0.894
"2016_1242_1345",0.83
"2016_1242_1355",0.87
"2016_1242_1371",0.91
"2016_1242_1372",0.734
"2016_1242_1380",0.838
"2016_1242_1386",0.826
"2016_1242_1392",0.82
"2016_1242_1393",0.812
"2016_1242_1396",0.824
"2016_1242_1400",0.848
"2016_1242_1401",0.812
"2016_1242_1403",0.88
"2016_1242_1409",0.842
"2016_1242_1421",0.892
"2016_1242_1423",0.86
"2016_1242_1425",0.858
"2016_1242_1428",0.782
"2016_1242_1433",0.856
"2016_1242_1435",0.804
"2016_1242_1437",0.216
"2016_1242_1438",0.604
"2016_1242_1451",0.824
"2016_1242_1452",0.818
"2016_1242_1453",0.854
"2016_1242_1455",0.866
"2016_1242_1458",0.924
"2016_1242_1462",0.7
"2016_1242_1463",0.858
"2016_1246_1268",0.568
"2016_1246_1274",0.582
"2016_1246_1276",0.676
"2016_1246_1277",0.482
"2016_1246_1292",0.66
"2016_1246_1314",0.45
"2016_1246_1320",0.736
"2016_1246_1323",0.712
"2016_1246_1328",0.534
"2016_1246_1332",0.614
"2016_1246_1333",0.732
"2016_1246_1338",0.66
"2016_1246_1344",0.786
"2016_1246_1345",0.642
"2016_1246_1355",0.74
"2016_1246_1371",0.708
"2016_1246_1372",0.744
"2016_1246_1380",0.746
"2016_1246_1386",0.72
"2016_1246_1392",0.858
"2016_1246_1393",0.602
"2016_1246_1396",0.754
"2016_1246_1400",0.802
"2016_1246_1401",0.72
"2016_1246_1403",0.748
"2016_1246_1409",0.778
"2016_1246_1421",0.736
"2016_1246_1423",0.782
"2016_1246_1425",0.836
"2016_1246_1428",0.572
"2016_1246_1433",0.774
"2016_1246_1435",0.65
"2016_1246_1437",0.352
"2016_1246_1438",0.47
"2016_1246_1451",0.6
"2016_1246_1452",0.548
"2016_1246_1453",0.812
"2016_1246_1455",0.686
"2016_1246_1458",0.808
"2016_1246_1462",0.664
"2016_1246_1463",0.632
"2016_1268_1274",0.516
"2016_1268_1276",0.608
"2016_1268_1277",0.418
"2016_1268_1292",0.526
"2016_1268_1314",0.278
"2016_1268_1320",0.604
"2016_1268_1323",0.602
"2016_1268_1328",0.492
"2016_1268_1332",0.524
"2016_1268_1333",0.556
"2016_1268_1338",0.486
"2016_1268_1344",0.652
"2016_1268_1345",0.554
"2016_1268_1355",0.594
"2016_1268_1371",0.608
"2016_1268_1372",0.644
"2016_1268_1380",0.588
"2016_1268_1386",0.614
"2016_1268_1392",0.65
"2016_1268_1393",0.444
"2016_1268_1396",0.66
"2016_1268_1400",0.638
"2016_1268_1401",0.588
"2016_1268_1403",0.562
"2016_1268_1409",0.634
"2016_1268_1421",0.578
"2016_1268_1423",0.632
"2016_1268_1425",0.662
"2016_1268_1428",0.542
"2016_1268_1433",0.63
"2016_1268_1435",0.546
"2016_1268_1437",0.308
"2016_1268_1438",0.396
"2016_1268_1451",0.58
"2016_1268_1452",0.458
"2016_1268_1453",0.632
"2016_1268_1455",0.582
"2016_1268_1458",0.62
"2016_1268_1462",0.498
"2016_1268_1463",0.474
"2016_1274_1276",0.574
"2016_1274_1277",0.386
"2016_1274_1292",0.646
"2016_1274_1314",0.358
"2016_1274_1320",0.656
"2016_1274_1323",0.652
"2016_1274_1328",0.488
"2016_1274_1332",0.618
"2016_1274_1333",0.658
"2016_1274_1338",0.636
"2016_1274_1344",0.704
"2016_1274_1345",0.66
"2016_1274_1355",0.718
"2016_1274_1371",0.77
"2016_1274_1372",0.688
"2016_1274_1380",0.672
"2016_1274_1386",0.664
"2016_1274_1392",0.756
"2016_1274_1393",0.52
"2016_1274_1396",0.704
"2016_1274_1400",0.704
"2016_1274_1401",0.72
"2016_1274_1403",0.674
"2016_1274_1409",0.692
"2016_1274_1421",0.706
"2016_1274_1423",0.7
"2016_1274_1425",0.722
"2016_1274_1428",0.606
"2016_1274_1433",0.706
"2016_1274_1435",0.596
"2016_1274_1437",0.136
"2016_1274_1438",0.376
"2016_1274_1451",0.65
"2016_1274_1452",0.642
"2016_1274_1453",0.72
"2016_1274_1455",0.658
"2016_1274_1458",0.724
"2016_1274_1462",0.616
"2016_1274_1463",0.696
"2016_1276_1277",0.316
"2016_1276_1292",0.478
"2016_1276_1314",0.244
"2016_1276_1320",0.658
"2016_1276_1323",0.274
"2016_1276_1328",0.196
"2016_1276_1332",0.188
"2016_1276_1333",0.67
"2016_1276_1338",0.54
"2016_1276_1344",0.574
"2016_1276_1345",0.358
"2016_1276_1355",0.478
"2016_1276_1371",0.488
"2016_1276_1372",0.62
"2016_1276_1380",0.876
"2016_1276_1386",0.39
"2016_1276_1392",0.458
"2016_1276_1393",0.566
"2016_1276_1396",0.668
"2016_1276_1400",0.866
"2016_1276_1401",0.296
"2016_1276_1403",0.674
"2016_1276_1409",0.852
"2016_1276_1421",0.656
"2016_1276_1423",0.478
"2016_1276_1425",0.654
"2016_1276_1428",0.3
"2016_1276_1433",0.476
"2016_1276_1435",0.65
"2016_1276_1437",0.26
"2016_1276_1438",0.232
"2016_1276_1451",0.56
"2016_1276_1452",0.382
"2016_1276_1453",0.748
"2016_1276_1455",0.366
"2016_1276_1458",0.638
"2016_1276_1462",0.374
"2016_1276_1463",0.5
"2016_1277_1292",0.954
"2016_1277_1314",0.652
"2016_1277_1320",0.914
"2016_1277_1323",0.942
"2016_1277_1328",0.782
"2016_1277_1332",0.852
"2016_1277_1333",0.926
"2016_1277_1338",0.932
"2016_1277_1344",0.954
"2016_1277_1345",0.906
"2016_1277_1355",0.966
"2016_1277_1371",0.978
"2016_1277_1372",0.824
"2016_1277_1380",0.906
"2016_1277_1386",0.926
"2016_1277_1392",0.932
"2016_1277_1393",0.854
"2016_1277_1396",0.894
"2016_1277_1400",0.916
"2016_1277_1401",0.914
"2016_1277_1403",0.94
"2016_1277_1409",0.912
"2016_1277_1421",0.966
"2016_1277_1423",0.97
"2016_1277_1425",0.926
"2016_1277_1428",0.88
"2016_1277_1433",0.942
"2016_1277_1435",0.874
"2016_1277_1437",0.392
"2016_1277_1438",0.724
"2016_1277_1451",0.894
"2016_1277_1452",0.896
"2016_1277_1453",0.93
"2016_1277_1455",0.968
"2016_1277_1458",0.974
"2016_1277_1462",0.838
"2016_1277_1463",0.916
"2016_1292_1314",0.172
"2016_1292_1320",0.496
"2016_1292_1323",0.318
"2016_1292_1328",0.118
"2016_1292_1332",0.138
"2016_1292_1333",0.318
"2016_1292_1338",0.278
"2016_1292_1344",0.456
"2016_1292_1345",0.224
"2016_1292_1355",0.356
"2016_1292_1371",0.286
"2016_1292_1372",0.424
"2016_1292_1380",0.562
"2016_1292_1386",0.304
"2016_1292_1392",0.344
"2016_1292_1393",0.11
"2016_1292_1396",0.566
"2016_1292_1400",0.606
"2016_1292_1401",0.224
"2016_1292_1403",0.302
"2016_1292_1409",0.546
"2016_1292_1421",0.308
"2016_1292_1423",0.318
"2016_1292_1425",0.522
"2016_1292_1428",0.232
"2016_1292_1433",0.362
"2016_1292_1435",0.366
"2016_1292_1437",0.142
"2016_1292_1438",0.188
"2016_1292_1451",0.42
"2016_1292_1452",0.188
"2016_1292_1453",0.492
"2016_1292_1455",0.266
"2016_1292_1458",0.328
"2016_1292_1462",0.234
"2016_1292_1463",0.322
"2016_1314_1320",0.858
"2016_1314_1323",0.936
"2016_1314_1328",0.652
"2016_1314_1332",0.718
"2016_1314_1333",0.926
"2016_1314_1338",0.882
"2016_1314_1344",0.964
"2016_1314_1345",0.832
"2016_1314_1355",0.882
"2016_1314_1371",0.938
"2016_1314_1372",0.726
"2016_1314_1380",0.87
"2016_1314_1386",0.86
"2016_1314_1392",0.85
"2016_1314_1393",0.824
"2016_1314_1396",0.9
"2016_1314_1400",0.922
"2016_1314_1401",0.828
"2016_1314_1403",0.914
"2016_1314_1409",0.884
"2016_1314_1421",0.934
"2016_1314_1423",0.9
"2016_1314_1425",0.912
"2016_1314_1428",0.75
"2016_1314_1433",0.93
"2016_1314_1435",0.832
"2016_1314_1437",0.194
"2016_1314_1438",0.578
"2016_1314_1451",0.806
"2016_1314_1452",0.848
"2016_1314_1453",0.922
"2016_1314_1455",0.908
"2016_1314_1458",0.948
"2016_1314_1462",0.734
"2016_1314_1463",0.866
"2016_1320_1323",0.4
"2016_1320_1328",0.22
"2016_1320_1332",0.212
"2016_1320_1333",0.712
"2016_1320_1338",0.594
"2016_1320_1344",0.634
"2016_1320_1345",0.404
"2016_1320_1355",0.512
"2016_1320_1371",0.524
"2016_1320_1372",0.632
"2016_1320_1380",0.874
"2016_1320_1386",0.392
"2016_1320_1392",0.484
"2016_1320_1393",0.586
"2016_1320_1396",0.7
"2016_1320_1400",0.908
"2016_1320_1401",0.336
"2016_1320_1403",0.74
"2016_1320_1409",0.852
"2016_1320_1421",0.686
"2016_1320_1423",0.478
"2016_1320_1425",0.722
"2016_1320_1428",0.336
"2016_1320_1433",0.508
"2016_1320_1435",0.686
"2016_1320_1437",0.246
"2016_1320_1438",0.224
"2016_1320_1451",0.604
"2016_1320_1452",0.396
"2016_1320_1453",0.766
"2016_1320_1455",0.382
"2016_1320_1458",0.708
"2016_1320_1462",0.392
